Country,Job Title,Age Group,Quantity,Percentage
Germany,Clinical Data Analyst,50-69,2,0.02%
Germany,Clinical Data Abstractor,50-69,2,0.02%
Germany,Clinical Data Abstractor,30-49,2,0.02%
Denmark,Database Development and Administration Project Manager,50-69,2,0.02%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,2,0.02%
Denmark,Database Coordinator,30-49,2,0.02%
Spain,Data Base Design Analyst,30-49,2,0.02%
Germany,Automatic Data Processing Planner (ADP Planner),18-29,2,0.02%
Spain,Data Base Design Analyst,18-29,2,0.02%
Greece,Data Processing Consultant,50-69,2,0.02%
Italy,Electronic Data Processing Auditor (EDP Auditor),30-49,2,0.02%
France,Data Operations Director,50-69,2,0.02%
Romania,Database Analyst,30-49,2,0.02%
Romania,Data Coordinator,30-49,2,0.02%
Spain,Data Architect,30-49,2,0.02%
Czechia,Database Security Administrator,50-69,2,0.02%
Belgium,Data Security Analyst,50-69,2,0.02%
Poland,Database Modeler,50-69,2,0.02%
Italy,Database Analyst,30-49,2,0.02%
Romania,Data Processing Auditor,30-49,2,0.02%
Romania,Database Architect,50-69,2,0.02%
France,Database Analyst,30-49,2,0.02%
Sweden,Database Security Administrator,30-49,2,0.02%
Romania,Data Warehousing Engineer,30-49,2,0.02%
Romania,Data Security Administrator,50-69,2,0.02%
France,Database Designer,30-49,2,0.02%
France,Database Design Analyst,30-49,2,0.02%
France,Data Storage Specialist,30-49,2,0.02%
Italy,Database Specialist,50-69,2,0.02%
France,Database Coordinator,18-29,2,0.02%
Denmark,Data Coordinator,50-69,2,0.02%
Italy,Database Software Technician,18-29,2,0.02%
Romania,Data Warehouse Developer,30-49,2,0.02%
France,Database Architect,30-49,2,0.02%
Denmark,Data Officer,50-69,2,0.02%
Poland,Database Consultant,50-69,2,0.02%
Spain,Naval Tactical Data System--Combat Information Center Officer,50-69,2,0.02%
France,Data Processing Systems Project Planner,30-49,2,0.02%
France,Database Administration Manager,30-49,2,0.02%
France,Database Administration Associate,30-49,2,0.02%
Italy,Database Security Expert,30-49,2,0.02%
Romania,Data Storage Specialist,50-69,2,0.02%
France,Data Warehousing Specialist,30-49,2,0.02%
Belgium,Database Manager,30-49,2,0.02%
Italy,Database Manager,30-49,2,0.02%
Austria,Data Warehousing Engineer,50-69,2,0.02%
Italy,Database Marketing Analyst,30-49,2,0.02%
France,Data Warehousing Engineer,18-29,2,0.02%
France,Data Warehouse Specialist,18-29,2,0.02%
Denmark,Data Processing Consultant,50-69,2,0.02%
Austria,Data Warehousing Engineer,18-29,2,0.02%
Italy,Database Programmer,50-69,2,0.02%
Spain,Automatic Data Processing Customer Liaison (ADP Customer Liaison),18-29,2,0.02%
Italy,Database Tester,18-29,2,0.02%
Romania,Data Processor,50-69,2,0.02%
Denmark,Automatic Data Processing Planner (ADP Planner),50-69,2,0.02%
Sweden,Database Design Analyst,30-49,2,0.02%
Sweden,Database Designer,50-69,2,0.02%
France,Electronic Data Interchange System Developer (EDI System Developer),30-49,2,0.02%
Czechia,Geographic Information Systems Data Specialist (GIS Data Specialist),50-69,2,0.02%
Spain,Clinical Data Manager,50-69,2,0.02%
Romania,Data Warehousing Specialist,30-49,2,0.02%
Czechia,Head of Information Systems and Data Processing,30-49,2,0.02%
Greece,Data Warehouse Developer,50-69,2,0.02%
France,Databases Software Consultant,50-69,2,0.02%
Netherlands,Data Processing Consultant,50-69,2,0.02%
Italy,Databases Software Consultant,30-49,2,0.02%
Spain,Clinical Data Management Manager (CDM Manager),50-69,2,0.02%
Greece,Data Warehouse Specialist,30-49,2,0.02%
Czechia,Internet Database Specialist,50-69,2,0.02%
Poland,Database Consultant,30-49,2,0.02%
Netherlands,Data Processing Systems Analyst,30-49,2,0.02%
Sweden,Database Development and Administration Project Manager,30-49,2,0.02%
Denmark,Data Warehouse Architect,50-69,2,0.02%
France,Data Scientist,18-29,2,0.02%
Italy,Database Designer,30-49,2,0.02%
France,Database Security Administrator,30-49,2,0.02%
Spain,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,2,0.02%
France,Database Programmer,50-69,2,0.02%
Czechia,Oracle Database Administrator (Oracle DBA),50-69,2,0.02%
Poland,Data Management Associate,30-49,2,0.02%
Romania,Data Processing Systems Project Planner,30-49,2,0.02%
Poland,Data Management Associate,50-69,2,0.02%
Italy,Database Development Project Manager,50-69,2,0.02%
Italy,Database Tester,30-49,2,0.02%
Sweden,Database Specialist,50-69,2,0.02%
Poland,Data Miner,18-29,2,0.02%
Spain,Data Processing Equipment Repairer,30-49,2,0.02%
Italy,Data Processing Manager,30-49,2,0.02%
Poland,Data Warehousing Specialist,50-69,2,0.02%
Poland,Database Administration Associate,30-49,2,0.02%
Italy,Data Modeling Specialist,18-29,2,0.02%
Germany,Data Sciences Director,50-69,2,0.02%
Italy,Data Modeling Specialist,30-49,2,0.02%
Germany,Database Administrator (DBA),30-49,2,0.02%
Poland,Database Tester,18-29,2,0.02%
Italy,Data Officer,18-29,2,0.02%
Germany,Data Processor,50-69,2,0.02%
Italy,Geographic Information Systems Data Manager (GIS Data Manager),18-29,2,0.02%
Italy,Data Operations Director,30-49,2,0.02%
Italy,Data Operations Director,50-69,2,0.02%
Germany,Database Administrator (DBA),50-69,2,0.02%
Italy,Data Processing Auditor,18-29,2,0.02%
Hungary,Database Coordinator,50-69,2,0.02%
Greece,Data Administrator,50-69,2,0.02%
Greece,Data Architect,50-69,2,0.02%
Germany,Data Processing Services Sales Representative,50-69,2,0.02%
Germany,Database Analyst,18-29,2,0.02%
Germany,Data Processing Manager,30-49,2,0.02%
France,Data Communications Software Consultant,30-49,2,0.02%
Czechia,Data Processing Systems Analyst,30-49,2,0.02%
Czechia,Data Administrator,50-69,2,0.02%
Austria,Data Coordinator,50-69,2,0.02%
Czechia,Data Processing Systems Project Planner,50-69,2,0.02%
Belgium,Data Security Administrator,50-69,2,0.02%
Spain,Data Processing Consultant,50-69,2,0.02%
Netherlands,Database Manager,50-69,2,0.02%
Czechia,Data Operations Director,50-69,2,0.02%
France,Data Collection Technician,50-69,2,0.02%
Portugal,Electronic Data Interchange System Developer (EDI System Developer),30-49,2,0.02%
Italy,Health Data Analyst,30-49,2,0.02%
Netherlands,Database Designer,50-69,2,0.02%
Italy,Data Entry Representative,50-69,2,0.02%
Germany,Data Warehousing Engineer,30-49,2,0.02%
France,Data Administrator,30-49,2,0.02%
Germany,Data Warehouse Specialist,18-29,2,0.02%
Romania,Database Security Administrator,30-49,2,0.02%
Greece,Automatic Data Processing Systems Security Specialist (ADP Systems Security),50-69,2,0.02%
Belgium,Automatic Data Processing Systems Security Specialist (ADP Systems Security),50-69,2,0.02%
Greece,Automatic Data Processing Planner (ADP Planner),50-69,2,0.02%
Spain,Data Modeling Specialist,30-49,2,0.02%
Greece,Clinical Data Abstractor,50-69,2,0.02%
Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",30-49,2,0.02%
Germany,Database Administration Project Manager,18-29,2,0.02%
Belgium,Automatic Data Processing Planner,50-69,2,0.02%
Germany,Data Typist,50-69,2,0.02%
Portugal,Electronic Data Processing Auditor (EDP Auditor),30-49,2,0.02%
Belgium,Geographic Information Systems Data Manager (GIS Data Manager),50-69,2,0.02%
Greece,Clinical Data Management Manager (CDM Manager),50-69,2,0.02%
Spain,Data Processing Clerk,50-69,2,0.02%
Portugal,Geographic Information Systems Data Administrator (GIS Data Administrator),50-69,2,0.02%
Greece,Geographic Information Systems Data Administrator (GIS Data Administrator),50-69,2,0.02%
Italy,Data Miner,18-29,2,0.02%
Netherlands,Database Consultant,50-69,2,0.02%
Poland,Data Warehousing Specialist,30-49,2,0.02%
Portugal,Geographic Information Systems Data Specialist (GIS Data Specialist),50-69,2,0.02%
Czechia,Computer or Data Processing Systems Consultant,50-69,2,0.02%
Germany,Data Processing Auxiliary Equipment Operator,30-49,2,0.02%
Italy,Flight Data Technician,30-49,2,0.02%
Romania,Clinical Data Manager,30-49,2,0.02%
Netherlands,Database Modeler,50-69,2,0.02%
Belgium,Clinical Data Associate,50-69,2,0.02%
Greece,Automatic Data Processing Customer Liaison (ADP Customer Liaison),50-69,2,0.02%
Romania,Computer or Data Processing Systems Consultant,30-49,2,0.02%
Poland,Database Administration Manager,50-69,2,0.02%
Czechia,Automatic Data Processing Planner,50-69,2,0.02%
Italy,Data Scientist,50-69,2,0.02%
Germany,Data Compiler,50-69,2,0.02%
Germany,Data Communications Software Consultant,18-29,2,0.02%
Belgium,Health Data Analyst,50-69,2,0.02%
Denmark,Database Security Expert,50-69,2,0.02%
Germany,Data Communications Analyst,18-29,2,0.02%
Spain,Data Communications Technician,50-69,2,0.02%
Czechia,Data Warehousing Manager,30-49,2,0.02%
France,Data Management Information Technology Specialist,30-49,2,0.02%
Netherlands,Data Warehouse Specialist,50-69,2,0.02%
France,Data Management Information Technology Specialist,50-69,2,0.02%
Poland,Database Security Administrator,18-29,2,0.02%
Italy,Data Security Analyst,30-49,2,0.02%
Germany,Data Base Design Analyst,18-29,2,0.02%
Germany,Database Engineer,30-49,2,0.02%
Hungary,Database Consultant,30-49,2,0.02%
Germany,Data Architect,18-29,2,0.02%
France,Data Miner,30-49,2,0.02%
Czechia,Database Architect,30-49,2,0.02%
Spain,LiDAR Data Analyst,50-69,2,0.02%
Czechia,Database Consultant,30-49,2,0.02%
Germany,Data Processing Auditor,30-49,2,0.02%
Poland,Datastage Developer,30-49,2,0.02%
Poland,Data Coordinator,30-49,2,0.02%
Spain,Internet Database Specialist,50-69,2,0.02%
Romania,Database Management System Specialist (DBMS Specialist),18-29,2,0.02%
Spain,Data Entry Machine Operator,50-69,2,0.02%
Germany,Database Consultant,18-29,2,0.02%
Czechia,Data Storage Specialist,50-69,2,0.02%
Greece,Data Communications Software Consultant,30-49,2,0.02%
Poland,Data Processing Systems Project Planner,30-49,2,0.02%
Germany,Data Modeling Specialist,18-29,2,0.02%
Greece,Databases Computer Consultant,30-49,2,0.02%
Netherlands,Database Administration Associate,50-69,2,0.02%
Austria,Geographic Information Systems Database Administrator (GIS Database Administrator),30-49,2,0.02%
Greece,Database Tester,30-49,2,0.02%
Germany,Database Coordinator,18-29,2,0.02%
Spain,Health Data Analyst,50-69,2,0.02%
Slovakia,Geographic Information Systems Data Administrator (GIS Data Administrator),30-49,2,0.02%
Hungary,Databases Software Consultant,50-69,2,0.02%
Romania,Automatic Data Processing Planner,50-69,2,0.02%
Great Britain,Electronic Data Processing Auditor (EDP Auditor),30-49,2,0.02%
Poland,Data Modeling Specialist,50-69,2,0.02%
Romania,Automatic Data Processing Planner (ADP Planner),50-69,2,0.02%
Italy,Data Processing Systems Project Planner,18-29,2,0.02%
Spain,Data Processing Equipment Repairer,50-69,2,0.02%
Germany,Data Input Clerk,50-69,2,0.02%
Poland,Database Coordinator,30-49,2,0.02%
Romania,Business Database Analyst,50-69,2,0.02%
Romania,Database Designer,30-49,2,0.02%
Netherlands,Database Marketing Analyst,30-49,2,0.02%
Poland,Data Communications Software Consultant,18-29,1,0.01%
Poland,Data Communications Technician,30-49,1,0.01%
Poland,Data Management Associate,18-29,1,0.01%
Poland,Data Capture Specialist,30-49,1,0.01%
Spain,Voice and Data Technician,18-29,1,0.01%
Poland,Data Collector,30-49,1,0.01%
Poland,Data Entry Operator,50-69,1,0.01%
Poland,Data Entry Representative,50-69,1,0.01%
Poland,Data Processing Clerk,50-69,1,0.01%
Poland,Data Entry Associate,50-69,1,0.01%
Poland,Data Entry Specialist,50-69,1,0.01%
Poland,Data Center Operator,30-49,1,0.01%
Poland,Data Coder Operator,30-49,1,0.01%
Poland,Data Entry Supervisor,50-69,1,0.01%
Poland,Data Entry Technician,18-29,1,0.01%
Poland,Data Processing Control Clerk,30-49,1,0.01%
Poland,Data Entry Technician,50-69,1,0.01%
Poland,Data Processing Equipment Repairer,50-69,1,0.01%
Poland,Data Capture Clerk,50-69,1,0.01%
Spain,Survey Data Technician,18-29,1,0.01%
Poland,Data Capture Clerk,18-29,1,0.01%
Poland,Data Processing Manager,18-29,1,0.01%
Poland,Data Control Assistant,50-69,1,0.01%
Poland,Data Management Manager,50-69,1,0.01%
Poland,Data Base Design Analyst,30-49,1,0.01%
Poland,Data Compiler,50-69,1,0.01%
Poland,Data Examination Clerk,50-69,1,0.01%
Poland,Data Processing Supervisor,50-69,1,0.01%
Poland,Data Compiler,30-49,1,0.01%
Poland,Data Officer,18-29,1,0.01%
Poland,Data Input Clerk,30-49,1,0.01%
Poland,Data Communications Technician,50-69,1,0.01%
Poland,Data Management Information Technology Specialist,18-29,1,0.01%
Slovakia,Data Security Analyst,18-29,1,0.01%
Spain,Voice and Data Technician,50-69,1,0.01%
Sweden,Geographic Information Systems Data Manager (GIS Data Manager),50-69,1,0.01%
Netherlands,Data Miner,50-69,1,0.01%
Netherlands,Data Miner,30-49,1,0.01%
Sweden,Database Software Technician,50-69,1,0.01%
Netherlands,Data Manager,50-69,1,0.01%
Netherlands,Data Management Information Technology Specialist,50-69,1,0.01%
Netherlands,Data Management Information Technology Specialist,30-49,1,0.01%
Netherlands,Data Management Associate,18-29,1,0.01%
Netherlands,Data Examination Clerk,50-69,1,0.01%
Netherlands,Data Entry Supervisor,30-49,1,0.01%
Netherlands,Data Entry Associate,50-69,1,0.01%
Netherlands,Data Coordinator,30-49,1,0.01%
Netherlands,Data Control Clerk Supervisor,50-69,1,0.01%
Netherlands,Data Control Clerk Supervisor,30-49,1,0.01%
Netherlands,Data Control Assistant,50-69,1,0.01%
Sweden,Database Tester,50-69,1,0.01%
Sweden,Databases Computer Consultant,30-49,1,0.01%
Sweden,"Engineer, System Electronic Data Processing (Engineer, System EDP)",30-49,1,0.01%
Sweden,Geographic Information Systems Data Administrator (GIS Data Administrator),30-49,1,0.01%
Netherlands,Data Control Assistant,30-49,1,0.01%
Netherlands,Data Compiler,50-69,1,0.01%
Netherlands,Data Communications Software Consultant,50-69,1,0.01%
Sweden,Database Security Administrator,50-69,1,0.01%
Netherlands,Data Modeling Specialist,30-49,1,0.01%
Netherlands,Data Modeling Specialist,50-69,1,0.01%
Netherlands,Data Processing Mechanic,30-49,1,0.01%
Netherlands,Data Scientist,50-69,1,0.01%
Netherlands,Data Scientist,30-49,1,0.01%
Netherlands,Data Scientist,18-29,1,0.01%
Sweden,Database Developer,30-49,1,0.01%
Netherlands,Data Sciences Director,50-69,1,0.01%
Sweden,Database Development Project Manager,50-69,1,0.01%
Sweden,Database Development and Administration Project Manager,50-69,1,0.01%
Sweden,Database Management System Specialist (DBMS Specialist),30-49,1,0.01%
Netherlands,Data Processing Services Sales Representative,18-29,1,0.01%
Sweden,Database Management System Specialist (DBMS Specialist),50-69,1,0.01%
Netherlands,Data Processing Auditor,30-49,1,0.01%
Sweden,Database Manager,18-29,1,0.01%
Netherlands,Data Processing Manager,30-49,1,0.01%
Sweden,Database Manager,50-69,1,0.01%
Sweden,Database Marketing Analyst,30-49,1,0.01%
Sweden,Database Marketing Analyst,50-69,1,0.01%
Sweden,Database Modeler,18-29,1,0.01%
Sweden,Database Modeler,50-69,1,0.01%
Sweden,Database Programmer,18-29,1,0.01%
Netherlands,Data Processing Control Clerk,50-69,1,0.01%
Netherlands,Data Communications Analyst,30-49,1,0.01%
Netherlands,Data Collector,30-49,1,0.01%
Poland,Data Architect,18-29,1,0.01%
Netherlands,Data Collection Technician,18-29,1,0.01%
Luxembourg,Database Security Administrator,30-49,1,0.01%
Luxembourg,Database Design Analyst,30-49,1,0.01%
Luxembourg,Data Storage Specialist,50-69,1,0.01%
Luxembourg,Data Processing Auditor,50-69,1,0.01%
Luxembourg,Data Conversion Operator,50-69,1,0.01%
Sweden,Oracle Database Administrator (Oracle DBA),30-49,1,0.01%
Sweden,SQL Database Administrator,50-69,1,0.01%
Luxembourg,Data Communications Software Consultant,30-49,1,0.01%
Luxembourg,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,1,0.01%
Luxembourg,Automatic Data Processing Systems Security Specialist (ADP Systems Security),18-29,1,0.01%
Lithuania,Voice and Data Technician,50-69,1,0.01%
Sweden,Survey Data Technician,50-69,1,0.01%
Lithuania,SQL Database Administrator,50-69,1,0.01%
Lithuania,Oracle Database Administrator (Oracle DBA),18-29,1,0.01%
Lithuania,Maintenance Data Analyst,50-69,1,0.01%
Lithuania,Internet Database Specialist,50-69,1,0.01%
Lithuania,Electronic Data Processing Auditor (EDP Auditor),50-69,1,0.01%
Lithuania,Electronic Data Processing Auditor (EDP Auditor),30-49,1,0.01%
Lithuania,Director of Data Operations,50-69,1,0.01%
Lithuania,Databases Software Consultant,50-69,1,0.01%
Lithuania,Databases Software Consultant,30-49,1,0.01%
Luxembourg,Geographic Information Systems Database Administrator (GIS Database Administrator),30-49,1,0.01%
Malta,Data Scientist,50-69,1,0.01%
Malta,Database Coordinator,30-49,1,0.01%
Netherlands,Clinical Data Manager,50-69,1,0.01%
Netherlands,Data Center Operator,50-69,1,0.01%
Netherlands,Data Center Operator,30-49,1,0.01%
Sweden,Geographic Information Systems Data Specialist (GIS Data Specialist),30-49,1,0.01%
Netherlands,Data Analyst,50-69,1,0.01%
Netherlands,Data Analysis Assistant,50-69,1,0.01%
Netherlands,Data Administrator,50-69,1,0.01%
Sweden,Geographic Information Systems Data Specialist (GIS Data Specialist),50-69,1,0.01%
Netherlands,Computer or Data Processing Systems Consultant,50-69,1,0.01%
Netherlands,Computer or Data Processing Systems Consultant,30-49,1,0.01%
Sweden,Head of Information Systems and Data Processing,50-69,1,0.01%
Malta,Database Coordinator,50-69,1,0.01%
Sweden,Naval Tactical Data System--Combat Information Center Officer,30-49,1,0.01%
Netherlands,Clinical Data Associate,50-69,1,0.01%
Netherlands,Business Database Analyst,50-69,1,0.01%
Netherlands,Automatic Data Processing Planner,30-49,1,0.01%
Malta,Unemployed,50-69,1,0.01%
Malta,Unemployed,30-49,1,0.01%
Malta,Unemployed,18-29,1,0.01%
Malta,Internet Database Specialist,50-69,1,0.01%
Malta,Geographic Information Systems Data Administrator (GIS Data Administrator),30-49,1,0.01%
Netherlands,Data Security Administrator,30-49,1,0.01%
Netherlands,Data Security Administrator,50-69,1,0.01%
Sweden,Database Consultant,50-69,1,0.01%
Sweden,Database Architect,50-69,1,0.01%
Sweden,Data Acquisition Technician,18-29,1,0.01%
Sweden,Data Administrator,50-69,1,0.01%
Sweden,Data Analysis Assistant,50-69,1,0.01%
Sweden,Data Center Operator,30-49,1,0.01%
Netherlands,Survey Data Technician,50-69,1,0.01%
Netherlands,SQL Database Administrator,30-49,1,0.01%
Netherlands,SCADA Technician (Supervisory Control and Data Acquisition Technician),50-69,1,0.01%
Netherlands,SCADA Operator (Supervisory Control and Data Acquisition Operator),50-69,1,0.01%
Netherlands,Reference Data Expert,30-49,1,0.01%
Netherlands,Oracle Database Administrator (Oracle DBA),30-49,1,0.01%
Netherlands,Micro Computer Data Processor,18-29,1,0.01%
Netherlands,LiDAR Data Analyst,50-69,1,0.01%
Netherlands,Geographic Information Systems Data Specialist (GIS Data Specialist),50-69,1,0.01%
Netherlands,Geographic Information Systems Data Manager (GIS Data Manager),30-49,1,0.01%
Sweden,Data Collection Technician,50-69,1,0.01%
Netherlands,Geographic Information Systems Data Administrator (GIS Data Administrator),50-69,1,0.01%
Netherlands,GPS Field Data Collector (Global Positioning System Field Data Collector),50-69,1,0.01%
Sweden,Data Communications Analyst,30-49,1,0.01%
Sweden,Data Communications Software Consultant,50-69,1,0.01%
Sweden,Data Conversion Operator,30-49,1,0.01%
Netherlands,Director of Data Operations,18-29,1,0.01%
Sweden,Crime Data Specialist,50-69,1,0.01%
Sweden,Clinical Data Management Manager (CDM Manager),50-69,1,0.01%
Sweden,Automatic Data Processing Systems Security Specialist (ADP Systems Security),50-69,1,0.01%
Poland,Clinical Data Management Associate Director,30-49,1,0.01%
Spain,Weight in Motion Field Data Collection Technician,50-69,1,0.01%
Poland,Data Acquisition Technician,50-69,1,0.01%
Poland,Data Acquisition Technician,30-49,1,0.01%
Poland,Customer Data Technician,30-49,1,0.01%
Poland,Customer Data Technician,18-29,1,0.01%
Poland,Computer or Data Processing Systems Consultant,50-69,1,0.01%
Poland,Clinical Data Specialist,50-69,1,0.01%
Poland,Clinical Data Management Manager (CDM Manager),50-69,1,0.01%
Poland,Clinical Data Management Manager (CDM Manager),30-49,1,0.01%
Poland,Clinical Data Coordinator,50-69,1,0.01%
Sweden,Automatic Data Processing Planner (ADP Planner),30-49,1,0.01%
Poland,Clinical Data Associate,30-49,1,0.01%
Poland,Clinical Data Analyst,30-49,1,0.01%
Poland,Clinical Data Abstractor,50-69,1,0.01%
Poland,Clinical Data Abstractor,18-29,1,0.01%
Poland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),30-49,1,0.01%
Sweden,Automatic Data Processing Planner,30-49,1,0.01%
Sweden,Automatic Data Processing Planner (ADP Planner),18-29,1,0.01%
Poland,Analytical Data Miner,18-29,1,0.01%
Netherlands,Weight in Motion Field Data Collection Technician,50-69,1,0.01%
Netherlands,Database Tester,50-69,1,0.01%
Netherlands,Database Tester,30-49,1,0.01%
Sweden,Data Entry Associate,50-69,1,0.01%
Netherlands,Data Technician,50-69,1,0.01%
Netherlands,Data Warehousing Manager,50-69,1,0.01%
Sweden,Data Scientist,30-49,1,0.01%
Netherlands,Data Warehousing Manager,30-49,1,0.01%
Netherlands,Data Warehousing Engineer,30-49,1,0.01%
Sweden,Data Scientist,50-69,1,0.01%
Sweden,Data Security Administrator,30-49,1,0.01%
Sweden,Data Security Analyst,50-69,1,0.01%
Sweden,Data Systems Manager,50-69,1,0.01%
Sweden,Data Transcriber,50-69,1,0.01%
Netherlands,Data Systems Manager,30-49,1,0.01%
Netherlands,Database Administration Manager,50-69,1,0.01%
Netherlands,Data Security Analyst,30-49,1,0.01%
Sweden,Data Warehouse Analyst,30-49,1,0.01%
Sweden,Data Warehouse Architect,18-29,1,0.01%
Netherlands,Data Security Analyst,18-29,1,0.01%
Sweden,Data Warehouse Developer,50-69,1,0.01%
Sweden,Data Warehouse Specialist,50-69,1,0.01%
Sweden,Data Warehousing Engineer,30-49,1,0.01%
Sweden,Data Warehousing Specialist,50-69,1,0.01%
Sweden,Database Administration Associate,50-69,1,0.01%
Netherlands,Database Administration Associate,30-49,1,0.01%
Netherlands,Database Administration Project Manager,50-69,1,0.01%
Netherlands,Database Specialist,50-69,1,0.01%
Netherlands,Database Design Analyst,30-49,1,0.01%
Netherlands,Database Specialist,18-29,1,0.01%
Netherlands,Database Software Technician,50-69,1,0.01%
Netherlands,Database Security Administrator,50-69,1,0.01%
Netherlands,Database Modeler,30-49,1,0.01%
Sweden,Data Entry Operator,50-69,1,0.01%
Netherlands,Database Management System Specialist (DBMS Specialist),50-69,1,0.01%
Netherlands,Database Management System Specialist (DBMS Specialist),30-49,1,0.01%
Netherlands,Database Development and Administration Project Manager,50-69,1,0.01%
Netherlands,Database Designer,30-49,1,0.01%
Sweden,Data Entry Representative,18-29,1,0.01%
Sweden,Data Reduction Technician,50-69,1,0.01%
Netherlands,Database Coordinator,50-69,1,0.01%
Netherlands,Database Consultant,18-29,1,0.01%
Sweden,Data Management Information Technology Specialist,50-69,1,0.01%
Sweden,Data Modeler,50-69,1,0.01%
Sweden,Data Modeling Specialist,50-69,1,0.01%
Sweden,Data Officer,30-49,1,0.01%
Sweden,Data Officer,50-69,1,0.01%
Netherlands,Database Architect,50-69,1,0.01%
Netherlands,Database Analyst,50-69,1,0.01%
Poland,Data Processing Systems Analyst,30-49,1,0.01%
Portugal,Analytical Data Miner,30-49,1,0.01%
Poland,Data Processing Systems Project Planner,50-69,1,0.01%
Romania,Data Miner,30-49,1,0.01%
Romania,Data Sciences Director,50-69,1,0.01%
Romania,Data Processing Systems Project Planner,18-29,1,0.01%
Spain,Automatic Data Processing Planner,18-29,1,0.01%
Spain,Automatic Data Processing Planner (ADP Planner),18-29,1,0.01%
Spain,Automatic Data Processing Planner (ADP Planner),30-49,1,0.01%
Spain,Business Database Analyst,30-49,1,0.01%
Romania,Data Processing Systems Analyst,30-49,1,0.01%
Spain,Business Database Analyst,50-69,1,0.01%
Spain,Clinical Data Abstractor,50-69,1,0.01%
Spain,Clinical Data Associate,30-49,1,0.01%
Spain,Clinical Data Associate,50-69,1,0.01%
Romania,Data Processing Manager,50-69,1,0.01%
Romania,Data Processing Consultant,30-49,1,0.01%
Spain,Clinical Data Management Manager (CDM Manager),30-49,1,0.01%
Romania,Data Processing Consultant,18-29,1,0.01%
Spain,Clinical Data Specialist,30-49,1,0.01%
Romania,Data Processing Auditor,18-29,1,0.01%
Romania,Data Officer,30-49,1,0.01%
Spain,Computer or Data Processing Systems Consultant,18-29,1,0.01%
Romania,Data Modeling Specialist,30-49,1,0.01%
Spain,Crime Data Specialist,50-69,1,0.01%
Spain,Data Administrator,30-49,1,0.01%
Spain,Data Administrator,50-69,1,0.01%
Spain,Analytical Data Miner,18-29,1,0.01%
Romania,Data Security Administrator,30-49,1,0.01%
Slovenia,"Engineer, System Electronic Data Processing (Engineer, System EDP)",50-69,1,0.01%
Slovenia,Data Processing Systems Analyst,50-69,1,0.01%
Romania,Data Warehousing Engineer,50-69,1,0.01%
Slovenia,Data Communications Software Consultant,50-69,1,0.01%
Romania,Data Warehousing Engineer,18-29,1,0.01%
Slovenia,Data Management Information Technology Specialist,50-69,1,0.01%
Slovenia,Data Processing Auditor,30-49,1,0.01%
Romania,Data Warehouse Specialist,50-69,1,0.01%
Romania,Data Warehouse Specialist,30-49,1,0.01%
Romania,Data Warehouse Architect,50-69,1,0.01%
Romania,Data Warehouse Architect,30-49,1,0.01%
Romania,Data Warehouse Analyst,50-69,1,0.01%
Slovenia,Data Security Administrator,30-49,1,0.01%
Slovenia,Databases Computer Consultant,30-49,1,0.01%
Slovenia,Data Systems Manager,50-69,1,0.01%
Slovenia,Data Warehouse Architect,30-49,1,0.01%
Romania,Data Warehouse Analyst,30-49,1,0.01%
Slovenia,Data Warehousing Manager,18-29,1,0.01%
Romania,Data Systems Manager,50-69,1,0.01%
Slovenia,Database Administration Manager,30-49,1,0.01%
Romania,Data Systems Manager,30-49,1,0.01%
Slovenia,Database Developer,30-49,1,0.01%
Slovenia,Database Modeler,30-49,1,0.01%
Romania,Data Security Analyst,50-69,1,0.01%
Romania,Data Modeling Specialist,18-29,1,0.01%
Romania,Data Management Manager,30-49,1,0.01%
Romania,Data Warehousing Manager,30-49,1,0.01%
Romania,Data Management Associate,18-29,1,0.01%
Romania,Customer Data Technician,50-69,1,0.01%
Romania,Crime Data Specialist,50-69,1,0.01%
Spain,Data Compiler,50-69,1,0.01%
Romania,Computer or Data Processing Systems Consultant,18-29,1,0.01%
Romania,Clinical Data Associate,50-69,1,0.01%
Romania,Clinical Data Associate,30-49,1,0.01%
Romania,Clinical Data Analyst,50-69,1,0.01%
Romania,Automatic Data Processing Planner (ADP Planner),30-49,1,0.01%
Romania,Automatic Data Processing Planner,30-49,1,0.01%
Spain,Data Control Clerk Supervisor,50-69,1,0.01%
Romania,Automatic Data Processing Customer Liaison (ADP Customer Liaison),30-49,1,0.01%
Spain,Data Conversion Operator,50-69,1,0.01%
Romania,Analytical Data Miner,50-69,1,0.01%
Spain,Data Coordinator,18-29,1,0.01%
Spain,Data Entry Associate,50-69,1,0.01%
Spain,Data Entry Machine Operator,30-49,1,0.01%
Spain,Data Entry Operator,30-49,1,0.01%
Spain,Data Entry Representative,50-69,1,0.01%
Spain,Data Entry Specialist,50-69,1,0.01%
Spain,Data Entry Supervisor,50-69,1,0.01%
Portugal,SQL Database Administrator,50-69,1,0.01%
Portugal,SQL Database Administrator,30-49,1,0.01%
Portugal,Oracle Database Administrator (Oracle DBA),50-69,1,0.01%
Romania,Data Abstractor,50-69,1,0.01%
